itemName,itemDescrip,itemFile,descriptiveName
scz20a7,"301.20 Schizoid (SZOID).  (20A7) Shows emotional coldness, detachment, or flattened affectivity",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a1,301.22 Schizotypal (STYPL). (22A1) Ideas of reference,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a2,"301.22 Schizotypal (STYPL). (22A2) Odd beliefs or magical thinking, influencing behavior and inconsistent with sub-cultural norms",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a3,"301.22 Schizotypal (STYPL). (22A3) Unusual perceptual experiences, including bodily illusions",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a4,301.22 Schizotypal (STYPL). (22A4) Odd thinking and speech,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a5,301.22 Schizotypal (STYPL). (22A5) Suspiciousness or paranoid ideation,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a6,301.22 Schizotypal (STYPL). (22A6) Inappropriate or constricted affect,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a7,"301.22 Schizotypal (STYPL). (22A7) Behavior or appearance that is odd, eccentric, or peculiar",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a8,301.22 Schizotypal (STYPL). (22A8) Lack of close friends or confidants other than 1st degree relatives,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
szt22a9,301.22 Schizotypal (STYPL). (22A9) Excessive Social Anxiety that does not diminish with familiarity and tends to be associated with paranoid fears rather than negative judgements about self,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a1,301.7 Antisocial (ANTSO). (70A1) Failure to conform to social norms w/ respect to lawful behaviors as indicated by repeatedly performing acts that are grounds for arrest,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a2,"301.7 Antisocial (ANTSO). (70A2) Deceitfulness, as indicated by repeated lying, use of aliases, or conning others for personal profit or pleasure",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a3,301.7 Antisocial (ANTSO). (70A3) Impulsivity or failure to plan ahead,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a4,"301.7 Antisocial (ANTSO). (70A4) Irritability and aggressiveness, as indicated by repeated physical fights or assaults",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a5,301.7 Antisocial (ANTSO). (70A5) Reckless regard for safety of self or others,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a6,"301.7 Antisocial (ANTSO). (70A6) Consistent irresponsibility, as indicated by repeated failure to sustain consistent work behavior or honor financial obligations",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
ant70a7,"301.7 Antisocial (ANTSO). (70A7) Lack of remorse, as indicated by being indifferent to, or rationalizing having hurt, mistreated, or stolen from another",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a1,301.83 Borderline (BORDL). (83A1) Frantic efforts to avoid real or imagined abandonment,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a2,301.83 Borderline (BORDL). (83A2) A pattern of unstable and intense interpersonal relationships characterized by alternating between extremes of idealization and devaluation,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a3,301.83 Borderline (BORDL). (83A3) Identity disturbance: markedly and persistently unstable self-image or sense of self,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a4,"301.83 Borderline (BORDL). (83A4) Impulsivity in at least 2 areas that are potentially self damaging (e.g., spending, sex, substance abuse, reckless driving, binge eating)",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a5,"301.83 Borderline (BORDL). (83A5) Recurrent suicidal behavior, gestures, or threats, or self-mutilating behavior",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a6,301.83 Borderline (BORDL). (83A6) Affective instability/marked reactivity of mood,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a7,301.83 Borderline (BORDL). (83A7) Chronic feeling of emptiness,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a8,"301.83 Borderline (BORDL). (83A8) Inappropriate, intense anger or difficulty controlling anger",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
brd83a9,"301.83 Borderline (BORDL). (83A9) Transient, stress related paranoid ideation or severe dissociative symptoms",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a1,301.50 Histrionic (HISTR). (50A1) Is uncomfortable in situations in which he/she is not the center of attention,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a2,301.50 Histrionic (HISTR). (50A2) Interaction with others is often char. by inappropriate sexually seductive or provocative behavior,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a3,301.50 Histrionic (HISTR). (50A3) Displays rapidly shifting and shallow expression of emotion,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a4,301.50 Histrionic (HISTR). (50A4) Consistently uses physical appearance to draw attention to self,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a5,301.50 Histrionic (HISTR). (50A5) Style of speech that is excessively impressionistic and lacking in detail,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a6,"301.50 Histrionic (HISTR). (50A6) Shows self dramatization, theatricality, and exaggerated expression of emotion",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a7,"301.50 Histrionic (HISTR). (50A7) Is suggestible, i.e., easily influenced by others or circumstances",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
hst50a8,301.50 Histrionic (HISTR). (50A8) Considers relationships to be more intimate than they actually are,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a1,301.81 Narcissistic (NARCI). (81A1) Has a grandiose sense of self-importance,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a2,"301.81 Narcissistic (NARCI). (81A2) Is preoccupied with fantasies of unlimited success, power, brilliance, beauty, or ideal love",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a3,"301.81 Narcissistic (NARCI). (81A3) Believes he/she is ""special"" and unique and can only be understood by other ""special"" or high-status people",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a4,301.81 Narcissistic (NARCI). (81A4) Requires excessive admiration,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a5,301.81 Narcissistic (NARCI). (81A5) Has a sense of entitlement,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a6,"301.81 Narcissistic (NARCI). (81A6) Is interpersonally exploitative, i.e. takes advantage of others to achieve his/her own ends",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a7,301.81 Narcissistic (NARCI). (81A7) Lacks empathy: unwilling to recognize or identify with the feelings or needs of others,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a8,301.81 Narcissistic (NARCI). (81A8) Is often envious of others or believes that others are envious of him/her,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
nar81a9,"301.81 Narcissistic (NARCI). (81A9) Shows arrogant, haughty behaviors or attitudes",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a1,"301.82 Avoidant. (82A1) Avoids occupational activities that involve significant interpersonal contact because of fears of criticism, disapproval, rejection.",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a2,301.82 Avoidant. (82A2) Is unwilling to get involved with people unless certain of being liked,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a3,301.82 Avoidant. (82A3) Shows restraint within intimate relationships because of the fear of being shamed or ridiculed,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a4,301.82 Avoidant. (82A4) Is preoccupied with being criticized or rejected in social situations,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a5,301.82 Avoidant. (82A5) Is inhibited in new interpersonal situations because of feelings of inadequacy,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a6,"301.82 Avoidant. (82A6) Views self as socially inept, personally unappealing, or inferior to others",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
avd82a7,301.82 Avoidant. (82A7) Is unusually reluctant to take personal risks or to engage in any new activities because they may prove embarrassing,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a1,301.6 Dependent (DEPEN). (60A1) Has difficulty making everyday decisions without an excessive amount of advice and reassurance from others,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a2,301.6 Dependent (DEPEN). (60A2) Needs others to assume responsibility for most major areas of his/her life,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a3,301.6 Dependent (DEPEN). (60A3) Has difficulty expressing disagreement with others because of fear of loss of support or approval,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a4,301.6 Dependent (DEPEN). (60A4) Has difficulty initiating projects or doing things on his/her own (because of lack of self-confidence in judgement or abilities rather than a lack of motivation or energy),G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a5,"301.6 Dependent (DEPEN). Goes to excessive lengths to obtain nurturance and support from others, to the point of volunteering to do things that are unpleasant",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a6,301.6 Dependent (DEPEN). (60A6) Feels uncomfortable or helpless when alone because of exaggerated fears of being unable to care for him/herself,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a7,301.6 Dependent (DEPEN). (60A7) Urgently seeks another relationship as a source of care and support when a close relationship ends,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
dpn60a8,301.6 Dependent (DEPEN). (60A8) Is unrealistically preoccupied with fears of being left to take care of himself or herself,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a1,"301.4 Obsessive -Compulsive (OBCMP). (40A1) Is preoccupied with details, rules, lists, order, organization, or schedules to the extent that the major point of activity is lost",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a2,301.4 Obsessive -Compulsive (OBCMP). (40A2) Shows perfectionism that interferes with task completion,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a3,301.4 Obsessive -Compulsive (OBCMP). (40A3) Is excessively devoted to work and productivity to the exclusion of leisure activities and friendships,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a4,"301.4 Obsessive -Compulsive (OBCMP). (40A4) Is over conscientious, scrupulous, and inflexible about matters of morality, ethics, or values (not accounted for by cultural or religious identification)",G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a5,301.4 Obsessive -Compulsive (OBCMP). (40A5) Is unable to discard worn-out or worthless objects even when they have no sentimental value,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a6,301.4 Obsessive -Compulsive (OBCMP). (40A6) Is reluctant to delegate tasks or to work with others unless they submit to exactly his/her way of doing things,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a7,301.4 Obsessive -Compulsive (OBCMP). (40A7) Adopts a miserly spending style toward both self and others; money is viewed as something to be hoarded for future catastrophes,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
obc40a8,301.4 Obsessive -Compulsive (OBCMP). (40A8) Shows rigidity and stubbornness,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
collection_title,collection_title,G:\Package_1204973\txtDocs\sidp01.txt,Structured Interview for DSM IV Personality
collection_id,collection_id,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wms_3_adult02_id,wms_3_adult02_id,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
dataset_id,dataset_id,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wms3_ss_fts,Spatial Span Forward Total Score,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wms3_ss_bts,Spatial Span Backward Total Score,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wms3_ss_tss,Spatial Span Total Score Scaled Score,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
handedness,handedness,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wmsfs_mlc,Forward Span Max Length Correct,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
wmsbs_mlc,Backward Span Max Length Correct,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
collection_title,collection_title,G:\Package_1204973\txtDocs\wms_3_adult02.txt,"Wechsler Memory Scale, Third Edition WMS-III"
collection_id,collection_id,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT4
wrat401_id,wrat401_id,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT5
dataset_id,dataset_id,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT6
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT7
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT8
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT9
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT10
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT11
lr_rawscore,Letter Reading Raw Score,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT12
wr_rawscore,Word Reading Raw Score,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT13
wr_totalrawscore,Word Reading Total Raw Score,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT14
wr_standardscore,Word Reading Standard Score,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT15
collection_title,collection_title,G:\Package_1204973\txtDocs\wrat401.txt,Wide Range Achievement Test 4 WRAT16
collection_id,collection_id,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
ymrs01_id,ymrs01_id,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
dataset_id,dataset_id,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
src_subject_id,Subject ID how it's defined in lab/project,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
interview_age,Age in months at the time of the interview/test/sampling/imaging.,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
sex,Sex of subject at birth,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
elevmood,Elevated Mood,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
incmotor,Increased Motor Activity/Energy,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
sexinter,Sexual Interest,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
sleepamt,Sleep,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
irritamt,Irritability,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
speech,Speech (Rate and Amount),G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
langdisr,Language - Thought Disorder,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
content,Content,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
disrupt,Disruptive - Aggressive Behavior,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
appearnc,Appearance,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
insight,Insight,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
ymrstot,YMRS Total score,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
collection_title,collection_title,G:\Package_1204973\txtDocs\ymrs01.txt,Young Mania Rating Scale
